dataset_id,method,permutation,reference_pca_dimensions,k,null_local_retention,evaluation_cells,permutation_seed
pbmc3k,GLM-PCA,4,50,15,0.01426666667,1000,20260714
pbmc3k,GLM-PCA,5,50,15,0.01706666667,1000,20260714
pbmc3k,GLM-PCA,6,50,15,0.01553333333,1000,20260714
pbmc3k,GLM-PCA,7,50,15,0.0156,1000,20260714
pbmc3k,GLM-PCA,8,50,15,0.01266666667,1000,20260714
pbmc3k,GLM-PCA,9,50,15,0.0152,1000,20260714
pbmc3k,GLM-PCA,10,50,15,0.016,1000,20260714
pbmc3k,GLM-PCA,11,50,15,0.01373333333,1000,20260714
pbmc3k,GLM-PCA,12,50,15,0.01573333333,1000,20260714
pbmc3k,GLM-PCA,13,50,15,0.01413333333,1000,20260714
pbmc3k,GLM-PCA,14,50,15,0.01593333333,1000,20260714
pbmc3k,GLM-PCA,15,50,15,0.0154,1000,20260714
pbmc3k,GLM-PCA,16,50,15,0.01313333333,1000,20260714
pbmc3k,GLM-PCA,17,50,15,0.01433333333,1000,20260714
pbmc3k,GLM-PCA,18,50,15,0.01393333333,1000,20260714
pbmc3k,GLM-PCA,19,50,15,0.01406666667,1000,20260714
pbmc3k,GLM-PCA,20,50,15,0.01466666667,1000,20260714
pbmc3k,GLM-PCA,21,50,15,0.01526666667,1000,20260714
pbmc3k,GLM-PCA,22,50,15,0.01573333333,1000,20260714
pbmc3k,GLM-PCA,23,50,15,0.01386666667,1000,20260714
pbmc3k,GLM-PCA,24,50,15,0.0146,1000,20260714
pbmc3k,GLM-PCA,25,50,15,0.01526666667,1000,20260714
pbmc3k,GLM-PCA,26,50,15,0.01266666667,1000,20260714
pbmc3k,GLM-PCA,27,50,15,0.01193333333,1000,20260714
pbmc3k,GLM-PCA,28,50,15,0.01353333333,1000,20260714
pbmc3k,GLM-PCA,29,50,15,0.01493333333,1000,20260714
pbmc3k,GLM-PCA,30,50,15,0.01413333333,1000,20260714
pbmc3k,GLM-PCA,31,50,15,0.01446666667,1000,20260714
pbmc3k,GLM-PCA,32,50,15,0.01473333333,1000,20260714
pbmc3k,GLM-PCA,33,50,15,0.01453333333,1000,20260714
pbmc3k,GLM-PCA,34,50,15,0.01613333333,1000,20260714
pbmc3k,GLM-PCA,35,50,15,0.0142,1000,20260714
pbmc3k,GLM-PCA,36,50,15,0.01713333333,1000,20260714
pbmc3k,GLM-PCA,37,50,15,0.01553333333,1000,20260714
pbmc3k,GLM-PCA,38,50,15,0.01493333333,1000,20260714
pbmc3k,GLM-PCA,39,50,15,0.01446666667,1000,20260714
pbmc3k,GLM-PCA,40,50,15,0.01466666667,1000,20260714
pbmc3k,GLM-PCA,41,50,15,0.01446666667,1000,20260714
pbmc3k,GLM-PCA,42,50,15,0.01266666667,1000,20260714
pbmc3k,GLM-PCA,43,50,15,0.01513333333,1000,20260714
pbmc3k,GLM-PCA,44,50,15,0.0138,1000,20260714
pbmc3k,GLM-PCA,45,50,15,0.0164,1000,20260714
pbmc3k,GLM-PCA,46,50,15,0.0178,1000,20260714
pbmc3k,GLM-PCA,47,50,15,0.0142,1000,20260714
pbmc3k,GLM-PCA,48,50,15,0.01393333333,1000,20260714
pbmc3k,GLM-PCA,49,50,15,0.016,1000,20260714
pbmc3k,GLM-PCA,50,50,15,0.01553333333,1000,20260714
pbmc3k,GLM-PCA,51,50,15,0.013,1000,20260714
pbmc3k,GLM-PCA,52,50,15,0.01526666667,1000,20260714
pbmc3k,GLM-PCA,53,50,15,0.01513333333,1000,20260714
pbmc3k,GLM-PCA,54,50,15,0.0138,1000,20260714
pbmc3k,GLM-PCA,55,50,15,0.01446666667,1000,20260714
pbmc3k,GLM-PCA,56,50,15,0.01446666667,1000,20260714
pbmc3k,GLM-PCA,57,50,15,0.0146,1000,20260714
pbmc3k,GLM-PCA,58,50,15,0.0146,1000,20260714
pbmc3k,GLM-PCA,59,50,15,0.01466666667,1000,20260714
pbmc3k,GLM-PCA,60,50,15,0.01606666667,1000,20260714
pbmc3k,GLM-PCA,61,50,15,0.01533333333,1000,20260714
pbmc3k,GLM-PCA,62,50,15,0.0148,1000,20260714
pbmc3k,GLM-PCA,63,50,15,0.0136,1000,20260714
pbmc3k,GLM-PCA,64,50,15,0.01293333333,1000,20260714
pbmc3k,GLM-PCA,65,50,15,0.01466666667,1000,20260714
pbmc3k,GLM-PCA,66,50,15,0.01426666667,1000,20260714
pbmc3k,GLM-PCA,67,50,15,0.01553333333,1000,20260714
pbmc3k,GLM-PCA,68,50,15,0.01266666667,1000,20260714
pbmc3k,GLM-PCA,69,50,15,0.01466666667,1000,20260714
pbmc3k,GLM-PCA,70,50,15,0.01473333333,1000,20260714
pbmc3k,GLM-PCA,71,50,15,0.01446666667,1000,20260714
pbmc3k,GLM-PCA,72,50,15,0.0154,1000,20260714
pbmc3k,GLM-PCA,73,50,15,0.0152,1000,20260714
pbmc3k,GLM-PCA,74,50,15,0.01673333333,1000,20260714
pbmc3k,GLM-PCA,75,50,15,0.0146,1000,20260714
pbmc3k,GLM-PCA,76,50,15,0.01586666667,1000,20260714
pbmc3k,GLM-PCA,77,50,15,0.01473333333,1000,20260714
pbmc3k,GLM-PCA,78,50,15,0.01413333333,1000,20260714
pbmc3k,GLM-PCA,79,50,15,0.01546666667,1000,20260714
pbmc3k,GLM-PCA,80,50,15,0.016,1000,20260714
pbmc3k,GLM-PCA,81,50,15,0.01446666667,1000,20260714
pbmc3k,GLM-PCA,82,50,15,0.0138,1000,20260714
pbmc3k,GLM-PCA,83,50,15,0.01406666667,1000,20260714
pbmc3k,GLM-PCA,84,50,15,0.01613333333,1000,20260714
pbmc3k,GLM-PCA,85,50,15,0.0164,1000,20260714
pbmc3k,GLM-PCA,86,50,15,0.01393333333,1000,20260714
pbmc3k,GLM-PCA,87,50,15,0.01453333333,1000,20260714
pbmc3k,GLM-PCA,88,50,15,0.0158,1000,20260714
pbmc3k,GLM-PCA,89,50,15,0.01313333333,1000,20260714
pbmc3k,GLM-PCA,90,50,15,0.0138,1000,20260714
pbmc3k,GLM-PCA,91,50,15,0.0154,1000,20260714
pbmc3k,GLM-PCA,92,50,15,0.01613333333,1000,20260714
pbmc3k,GLM-PCA,93,50,15,0.01546666667,1000,20260714
pbmc3k,GLM-PCA,94,50,15,0.01486666667,1000,20260714
pbmc3k,GLM-PCA,95,50,15,0.0154,1000,20260714
pbmc3k,GLM-PCA,96,50,15,0.01533333333,1000,20260714
pbmc3k,GLM-PCA,97,50,15,0.0154,1000,20260714
pbmc3k,GLM-PCA,98,50,15,0.01393333333,1000,20260714
pbmc3k,GLM-PCA,99,50,15,0.0154,1000,20260714
pbmc3k,scScope,0,50,15,0.0148,1000,20260714
pbmc3k,scScope,1,50,15,0.01666666667,1000,20260714
pbmc3k,scScope,2,50,15,0.01286666667,1000,20260714
pbmc3k,scScope,3,50,15,0.0148,1000,20260714
pbmc3k,scScope,4,50,15,0.0156,1000,20260714
pbmc3k,scScope,5,50,15,0.01306666667,1000,20260714
pbmc3k,scScope,6,50,15,0.01406666667,1000,20260714
pbmc3k,scScope,7,50,15,0.01533333333,1000,20260714
pbmc3k,scScope,8,50,15,0.0146,1000,20260714
pbmc3k,scScope,9,50,15,0.01533333333,1000,20260714
pbmc3k,scScope,10,50,15,0.015,1000,20260714
pbmc3k,scScope,11,50,15,0.01686666667,1000,20260714
pbmc3k,scScope,12,50,15,0.012,1000,20260714
pbmc3k,scScope,13,50,15,0.01373333333,1000,20260714
pbmc3k,scScope,14,50,15,0.0154,1000,20260714
pbmc3k,scScope,15,50,15,0.0156,1000,20260714
pbmc3k,scScope,16,50,15,0.01686666667,1000,20260714
pbmc3k,scScope,17,50,15,0.01653333333,1000,20260714
pbmc3k,scScope,18,50,15,0.01586666667,1000,20260714
pbmc3k,scScope,19,50,15,0.0162,1000,20260714
pbmc3k,scScope,20,50,15,0.01566666667,1000,20260714
pbmc3k,scScope,21,50,15,0.014,1000,20260714
pbmc3k,scScope,22,50,15,0.01246666667,1000,20260714
pbmc3k,scScope,23,50,15,0.01386666667,1000,20260714
pbmc3k,scScope,24,50,15,0.01553333333,1000,20260714
pbmc3k,scScope,25,50,15,0.01666666667,1000,20260714
pbmc3k,scScope,26,50,15,0.0146,1000,20260714
pbmc3k,scScope,27,50,15,0.01493333333,1000,20260714
pbmc3k,scScope,28,50,15,0.015,1000,20260714
pbmc3k,scScope,29,50,15,0.014,1000,20260714
pbmc3k,scScope,30,50,15,0.0154,1000,20260714
pbmc3k,scScope,31,50,15,0.01573333333,1000,20260714
pbmc3k,scScope,32,50,15,0.01486666667,1000,20260714
pbmc3k,scScope,33,50,15,0.01493333333,1000,20260714
pbmc3k,scScope,34,50,15,0.01486666667,1000,20260714
pbmc3k,scScope,35,50,15,0.01346666667,1000,20260714
pbmc3k,scScope,36,50,15,0.01386666667,1000,20260714
pbmc3k,scScope,37,50,15,0.01413333333,1000,20260714
pbmc3k,scScope,38,50,15,0.01586666667,1000,20260714
pbmc3k,scScope,39,50,15,0.01493333333,1000,20260714
pbmc3k,scScope,40,50,15,0.01513333333,1000,20260714
pbmc3k,scScope,41,50,15,0.01293333333,1000,20260714
pbmc3k,scScope,42,50,15,0.014,1000,20260714
pbmc3k,scScope,43,50,15,0.01766666667,1000,20260714
pbmc3k,scScope,44,50,15,0.0154,1000,20260714
pbmc3k,scScope,45,50,15,0.01466666667,1000,20260714
pbmc3k,scScope,46,50,15,0.01273333333,1000,20260714
pbmc3k,scScope,47,50,15,0.0148,1000,20260714
pbmc3k,scScope,48,50,15,0.0166,1000,20260714
pbmc3k,scScope,49,50,15,0.01506666667,1000,20260714
pbmc3k,scScope,50,50,15,0.01813333333,1000,20260714
pbmc3k,scScope,51,50,15,0.01606666667,1000,20260714
pbmc3k,scScope,52,50,15,0.01486666667,1000,20260714
pbmc3k,scScope,53,50,15,0.01426666667,1000,20260714
pbmc3k,scScope,54,50,15,0.01513333333,1000,20260714
pbmc3k,scScope,55,50,15,0.01386666667,1000,20260714
pbmc3k,scScope,56,50,15,0.0156,1000,20260714
pbmc3k,scScope,57,50,15,0.01506666667,1000,20260714
pbmc3k,scScope,58,50,15,0.01606666667,1000,20260714
pbmc3k,scScope,59,50,15,0.01546666667,1000,20260714
pbmc3k,scScope,60,50,15,0.01486666667,1000,20260714
pbmc3k,scScope,61,50,15,0.01266666667,1000,20260714
pbmc3k,scScope,62,50,15,0.01573333333,1000,20260714
pbmc3k,scScope,63,50,15,0.0158,1000,20260714
pbmc3k,scScope,64,50,15,0.01613333333,1000,20260714
pbmc3k,scScope,65,50,15,0.01326666667,1000,20260714
pbmc3k,scScope,66,50,15,0.01533333333,1000,20260714
pbmc3k,scScope,67,50,15,0.01413333333,1000,20260714
pbmc3k,scScope,68,50,15,0.0142,1000,20260714
pbmc3k,scScope,69,50,15,0.01533333333,1000,20260714
pbmc3k,scScope,70,50,15,0.0148,1000,20260714
pbmc3k,scScope,71,50,15,0.01586666667,1000,20260714
pbmc3k,scScope,72,50,15,0.01546666667,1000,20260714
pbmc3k,scScope,73,50,15,0.01673333333,1000,20260714
pbmc3k,scScope,74,50,15,0.01606666667,1000,20260714
pbmc3k,scScope,75,50,15,0.01413333333,1000,20260714
pbmc3k,scScope,76,50,15,0.0136,1000,20260714
pbmc3k,scScope,77,50,15,0.0148,1000,20260714
pbmc3k,scScope,78,50,15,0.01513333333,1000,20260714
pbmc3k,scScope,79,50,15,0.01466666667,1000,20260714
pbmc3k,scScope,80,50,15,0.01586666667,1000,20260714
pbmc3k,scScope,81,50,15,0.01573333333,1000,20260714
pbmc3k,scScope,82,50,15,0.0158,1000,20260714
pbmc3k,scScope,83,50,15,0.01393333333,1000,20260714
pbmc3k,scScope,84,50,15,0.01253333333,1000,20260714
pbmc3k,scScope,85,50,15,0.01506666667,1000,20260714
pbmc3k,scScope,86,50,15,0.01653333333,1000,20260714
pbmc3k,scScope,87,50,15,0.0146,1000,20260714
pbmc3k,scScope,88,50,15,0.01486666667,1000,20260714
pbmc3k,scScope,89,50,15,0.0144,1000,20260714
pbmc3k,scScope,90,50,15,0.0146,1000,20260714
pbmc3k,scScope,91,50,15,0.01746666667,1000,20260714
pbmc3k,scScope,92,50,15,0.0124,1000,20260714
pbmc3k,scScope,93,50,15,0.0152,1000,20260714
pbmc3k,scScope,94,50,15,0.01533333333,1000,20260714
pbmc3k,scScope,95,50,15,0.01413333333,1000,20260714
pbmc3k,scScope,96,50,15,0.01493333333,1000,20260714
pbmc3k,scScope,97,50,15,0.01413333333,1000,20260714
pbmc3k,scScope,98,50,15,0.014,1000,20260714
pbmc3k,scScope,99,50,15,0.01466666667,1000,20260714
pbmc3k,SAUCIE,0,50,15,0.01453333333,1000,20260714
pbmc3k,SAUCIE,1,50,15,0.01353333333,1000,20260714
pbmc3k,SAUCIE,2,50,15,0.01253333333,1000,20260714
pbmc3k,SAUCIE,3,50,15,0.0156,1000,20260714
pbmc3k,SAUCIE,4,50,15,0.01633333333,1000,20260714
pbmc3k,SAUCIE,5,50,15,0.0156,1000,20260714
pbmc3k,SAUCIE,6,50,15,0.0154,1000,20260714
pbmc3k,SAUCIE,7,50,15,0.0146,1000,20260714
pbmc3k,SAUCIE,8,50,15,0.0126,1000,20260714
pbmc3k,SAUCIE,9,50,15,0.01326666667,1000,20260714
pbmc3k,SAUCIE,10,50,15,0.01386666667,1000,20260714
pbmc3k,SAUCIE,11,50,15,0.01506666667,1000,20260714
pbmc3k,SAUCIE,12,50,15,0.0156,1000,20260714
pbmc3k,SAUCIE,13,50,15,0.01506666667,1000,20260714
pbmc3k,SAUCIE,14,50,15,0.01773333333,1000,20260714
pbmc3k,SAUCIE,15,50,15,0.0134,1000,20260714
pbmc3k,SAUCIE,16,50,15,0.01453333333,1000,20260714
pbmc3k,SAUCIE,17,50,15,0.01566666667,1000,20260714
pbmc3k,SAUCIE,18,50,15,0.01526666667,1000,20260714
pbmc3k,SAUCIE,19,50,15,0.01526666667,1000,20260714
pbmc3k,SAUCIE,20,50,15,0.01406666667,1000,20260714
pbmc3k,SAUCIE,21,50,15,0.0138,1000,20260714
pbmc3k,SAUCIE,22,50,15,0.015,1000,20260714
pbmc3k,SAUCIE,23,50,15,0.01253333333,1000,20260714
pbmc3k,SAUCIE,24,50,15,0.01546666667,1000,20260714
pbmc3k,SAUCIE,25,50,15,0.0162,1000,20260714
pbmc3k,SAUCIE,26,50,15,0.01613333333,1000,20260714
pbmc3k,SAUCIE,27,50,15,0.01653333333,1000,20260714
pbmc3k,SAUCIE,28,50,15,0.01533333333,1000,20260714
pbmc3k,SAUCIE,29,50,15,0.0158,1000,20260714
pbmc3k,SAUCIE,30,50,15,0.01393333333,1000,20260714
pbmc3k,SAUCIE,31,50,15,0.0156,1000,20260714
pbmc3k,SAUCIE,32,50,15,0.01426666667,1000,20260714
pbmc3k,SAUCIE,33,50,15,0.0144,1000,20260714
pbmc3k,SAUCIE,34,50,15,0.0136,1000,20260714
pbmc3k,SAUCIE,35,50,15,0.0162,1000,20260714
pbmc3k,SAUCIE,36,50,15,0.01526666667,1000,20260714
pbmc3k,SAUCIE,37,50,15,0.01453333333,1000,20260714
pbmc3k,SAUCIE,38,50,15,0.01433333333,1000,20260714
pbmc3k,SAUCIE,39,50,15,0.01586666667,1000,20260714
pbmc3k,SAUCIE,40,50,15,0.0156,1000,20260714
pbmc3k,SAUCIE,41,50,15,0.01313333333,1000,20260714
pbmc3k,SAUCIE,42,50,15,0.01286666667,1000,20260714
pbmc3k,SAUCIE,43,50,15,0.015,1000,20260714
pbmc3k,SAUCIE,44,50,15,0.0148,1000,20260714
pbmc3k,SAUCIE,45,50,15,0.01426666667,1000,20260714
pbmc3k,SAUCIE,46,50,15,0.014,1000,20260714
pbmc3k,SAUCIE,47,50,15,0.01606666667,1000,20260714
pbmc3k,SAUCIE,48,50,15,0.01606666667,1000,20260714
pbmc3k,SAUCIE,49,50,15,0.01406666667,1000,20260714
pbmc3k,SAUCIE,50,50,15,0.01473333333,1000,20260714
pbmc3k,SAUCIE,51,50,15,0.0158,1000,20260714
pbmc3k,SAUCIE,52,50,15,0.0156,1000,20260714
pbmc3k,SAUCIE,53,50,15,0.01406666667,1000,20260714
pbmc3k,SAUCIE,54,50,15,0.01373333333,1000,20260714
pbmc3k,SAUCIE,55,50,15,0.01573333333,1000,20260714
pbmc3k,SAUCIE,56,50,15,0.015,1000,20260714
pbmc3k,SAUCIE,57,50,15,0.01353333333,1000,20260714
pbmc3k,SAUCIE,58,50,15,0.0148,1000,20260714
pbmc3k,SAUCIE,59,50,15,0.01673333333,1000,20260714
pbmc3k,SAUCIE,60,50,15,0.0148,1000,20260714
pbmc3k,SAUCIE,61,50,15,0.01473333333,1000,20260714
pbmc3k,SAUCIE,62,50,15,0.01566666667,1000,20260714
pbmc3k,SAUCIE,63,50,15,0.01393333333,1000,20260714
pbmc3k,SAUCIE,64,50,15,0.016,1000,20260714
pbmc3k,SAUCIE,65,50,15,0.01426666667,1000,20260714
pbmc3k,SAUCIE,66,50,15,0.01406666667,1000,20260714
pbmc3k,SAUCIE,67,50,15,0.01433333333,1000,20260714
pbmc3k,SAUCIE,68,50,15,0.01426666667,1000,20260714
pbmc3k,SAUCIE,69,50,15,0.0164,1000,20260714
pbmc3k,SAUCIE,70,50,15,0.0134,1000,20260714
pbmc3k,SAUCIE,71,50,15,0.01373333333,1000,20260714
pbmc3k,SAUCIE,72,50,15,0.01713333333,1000,20260714
pbmc3k,SAUCIE,73,50,15,0.0144,1000,20260714
pbmc3k,SAUCIE,74,50,15,0.0156,1000,20260714
pbmc3k,SAUCIE,75,50,15,0.0142,1000,20260714
pbmc3k,SAUCIE,76,50,15,0.0142,1000,20260714
pbmc3k,SAUCIE,77,50,15,0.01413333333,1000,20260714
pbmc3k,SAUCIE,78,50,15,0.01373333333,1000,20260714
pbmc3k,SAUCIE,79,50,15,0.01446666667,1000,20260714
pbmc3k,SAUCIE,80,50,15,0.01526666667,1000,20260714
pbmc3k,SAUCIE,81,50,15,0.01526666667,1000,20260714
pbmc3k,SAUCIE,82,50,15,0.01586666667,1000,20260714
pbmc3k,SAUCIE,83,50,15,0.01426666667,1000,20260714
pbmc3k,SAUCIE,84,50,15,0.01453333333,1000,20260714
pbmc3k,SAUCIE,85,50,15,0.01573333333,1000,20260714
pbmc3k,SAUCIE,86,50,15,0.01573333333,1000,20260714
pbmc3k,SAUCIE,87,50,15,0.0156,1000,20260714
pbmc3k,SAUCIE,88,50,15,0.01453333333,1000,20260714
pbmc3k,SAUCIE,89,50,15,0.01566666667,1000,20260714
pbmc3k,SAUCIE,90,50,15,0.01546666667,1000,20260714
pbmc3k,SAUCIE,91,50,15,0.01466666667,1000,20260714
pbmc3k,SAUCIE,92,50,15,0.01433333333,1000,20260714
pbmc3k,SAUCIE,93,50,15,0.01546666667,1000,20260714
pbmc3k,SAUCIE,94,50,15,0.01706666667,1000,20260714
pbmc3k,SAUCIE,95,50,15,0.01626666667,1000,20260714
pbmc3k,SAUCIE,96,50,15,0.01526666667,1000,20260714
pbmc3k,SAUCIE,97,50,15,0.0154,1000,20260714
pbmc3k,SAUCIE,98,50,15,0.0148,1000,20260714
pbmc3k,SAUCIE,99,50,15,0.014,1000,20260714
pbmc3k,UMAP,0,50,15,0.01506666667,1000,20260714
pbmc3k,UMAP,1,50,15,0.0138,1000,20260714
pbmc3k,UMAP,2,50,15,0.01286666667,1000,20260714
pbmc3k,UMAP,3,50,15,0.01453333333,1000,20260714
pbmc3k,UMAP,4,50,15,0.01653333333,1000,20260714
pbmc3k,UMAP,5,50,15,0.0174,1000,20260714
pbmc3k,UMAP,6,50,15,0.01766666667,1000,20260714
pbmc3k,UMAP,7,50,15,0.01613333333,1000,20260714
pbmc3k,UMAP,8,50,15,0.01573333333,1000,20260714
pbmc3k,UMAP,9,50,15,0.0136,1000,20260714
pbmc3k,UMAP,10,50,15,0.01193333333,1000,20260714
pbmc3k,UMAP,11,50,15,0.01766666667,1000,20260714
pbmc3k,UMAP,12,50,15,0.013,1000,20260714
pbmc3k,UMAP,13,50,15,0.01606666667,1000,20260714
pbmc3k,UMAP,14,50,15,0.0156,1000,20260714
pbmc3k,UMAP,15,50,15,0.0144,1000,20260714
pbmc3k,UMAP,16,50,15,0.01446666667,1000,20260714
pbmc3k,UMAP,17,50,15,0.01613333333,1000,20260714
pbmc3k,UMAP,18,50,15,0.0156,1000,20260714
pbmc3k,UMAP,19,50,15,0.01546666667,1000,20260714
pbmc3k,UMAP,20,50,15,0.0136,1000,20260714
pbmc3k,UMAP,21,50,15,0.0154,1000,20260714
pbmc3k,UMAP,22,50,15,0.0142,1000,20260714
pbmc3k,UMAP,23,50,15,0.01426666667,1000,20260714
pbmc3k,UMAP,24,50,15,0.01666666667,1000,20260714
pbmc3k,UMAP,25,50,15,0.01526666667,1000,20260714
pbmc3k,UMAP,26,50,15,0.01646666667,1000,20260714
pbmc3k,UMAP,27,50,15,0.01286666667,1000,20260714
pbmc3k,UMAP,28,50,15,0.01526666667,1000,20260714
pbmc3k,UMAP,29,50,15,0.01486666667,1000,20260714
pbmc3k,UMAP,30,50,15,0.0136,1000,20260714
pbmc3k,UMAP,31,50,15,0.016,1000,20260714
pbmc3k,UMAP,32,50,15,0.01553333333,1000,20260714
pbmc3k,UMAP,33,50,15,0.01606666667,1000,20260714
