simulation_suite,scenario,scenario_definition,replicate,method,family,metric,claim_axis,value,threshold,support,n_cells,n_unit,ground_truth,seed,passed,threshold_margin,n_definition
mechanism_simulation_suite,linear_low_rank,Known low-rank count model with discrete biological states and no batch shift.,0,scScope,deep,latent_distance_corr,truth_geometry,0.8258399035,0.45,pass,720,"one method-scenario-replicate run; cells are generated simulation units, not biological replicates","latent coordinates, labels, batch assignments and pseudotime are known by construction",1000,True,0.3758399035,one method-scenario-generated-dataset-metric row; five replicates are independently generated simulated datasets
mechanism_simulation_suite,linear_low_rank,Known low-rank count model with discrete biological states and no batch shift.,0,scScope,deep,label_neighbor_recall,cell_state_support,0.987962963,0.55,pass,720,"one method-scenario-replicate run; cells are generated simulation units, not biological replicates","latent coordinates, labels, batch assignments and pseudotime are known by construction",1000,True,0.437962963,one method-scenario-generated-dataset-metric row; five replicates are independently generated simulated datasets
mechanism_simulation_suite,linear_low_rank,Known low-rank count model with discrete biological states and no batch shift.,0,SAUCIE,deep,truth_local_retention,truth_geometry,0.1389814815,0.3,below_threshold,720,"one method-scenario-replicate run; cells are generated simulation units, not biological replicates","latent coordinates, labels, batch assignments and pseudotime are known by construction",1000,False,-0.1610185185,one method-scenario-generated-dataset-metric row; five replicates are independently generated simulated datasets
mechanism_simulation_suite,linear_low_rank,Known low-rank count model with discrete biological states and no batch shift.,0,SAUCIE,deep,truth_trustworthiness,truth_geometry,0.902617833,0.9,pass,720,"one method-scenario-replicate run; cells are generated simulation units, not biological replicates","latent coordinates, labels, batch assignments and pseudotime are known by construction",1000,True,0.002617833041,one method-scenario-generated-dataset-metric row; five replicates are independently generated simulated datasets
mechanism_simulation_suite,linear_low_rank,Known low-rank count model with discrete biological states and no batch shift.,0,SAUCIE,deep,latent_distance_corr,truth_geometry,0.9143862715,0.45,pass,720,"one method-scenario-replicate run; cells are generated simulation units, not biological replicates","latent coordinates, labels, batch assignments and pseudotime are known by construction",1000,True,0.4643862715,one method-scenario-generated-dataset-metric row; five replicates are independently generated simulated datasets
mechanism_simulation_suite,linear_low_rank,Known low-rank count model with discrete biological states and no batch shift.,0,SAUCIE,deep,label_neighbor_recall,cell_state_support,0.9969444444,0.55,pass,720,"one method-scenario-replicate run; cells are generated simulation units, not biological replicates","latent coordinates, labels, batch assignments and pseudotime are known by construction",1000,True,0.4469444444,one method-scenario-generated-dataset-metric row; five replicates are independently generated simulated datasets
mechanism_simulation_suite,linear_low_rank,Known low-rank count model with discrete biological states and no batch shift.,0,UMAP,graph,truth_local_retention,truth_geometry,0.07027777778,0.3,below_threshold,720,"one method-scenario-replicate run; cells are generated simulation units, not biological replicates","latent coordinates, labels, batch assignments and pseudotime are known by construction",1000,False,-0.2297222222,one method-scenario-generated-dataset-metric row; five replicates are independently generated simulated datasets
mechanism_simulation_suite,linear_low_rank,Known low-rank count model with discrete biological states and no batch shift.,0,UMAP,graph,truth_trustworthiness,truth_geometry,0.8524637335,0.9,below_threshold,720,"one method-scenario-replicate run; cells are generated simulation units, not biological replicates","latent coordinates, labels, batch assignments and pseudotime are known by construction",1000,False,-0.04753626654,one method-scenario-generated-dataset-metric row; five replicates are independently generated simulated datasets
mechanism_simulation_suite,linear_low_rank,Known low-rank count model with discrete biological states and no batch shift.,0,UMAP,graph,latent_distance_corr,truth_geometry,0.8313688592,0.45,pass,720,"one method-scenario-replicate run; cells are generated simulation units, not biological replicates","latent coordinates, labels, batch assignments and pseudotime are known by construction",1000,True,0.3813688592,one method-scenario-generated-dataset-metric row; five replicates are independently generated simulated datasets
mechanism_simulation_suite,linear_low_rank,Known low-rank count model with discrete biological states and no batch shift.,0,UMAP,graph,label_neighbor_recall,cell_state_support,0.9974074074,0.55,pass,720,"one method-scenario-replicate run; cells are generated simulation units, not biological replicates","latent coordinates, labels, batch assignments and pseudotime are known by construction",1000,True,0.4474074074,one method-scenario-generated-dataset-metric row; five replicates are independently generated simulated datasets
mechanism_simulation_suite,linear_low_rank,Known low-rank count model with discrete biological states and no batch shift.,0,PHATE,graph,truth_local_retention,truth_geometry,0.08462962963,0.3,below_threshold,720,"one method-scenario-replicate run; cells are generated simulation units, not biological replicates","latent coordinates, labels, batch assignments and pseudotime are known by construction",1000,False,-0.2153703704,one method-scenario-generated-dataset-metric row; five replicates are independently generated simulated datasets
mechanism_simulation_suite,linear_low_rank,Known low-rank count model with discrete biological states and no batch shift.,0,PHATE,graph,truth_trustworthiness,truth_geometry,0.8679470216,0.9,below_threshold,720,"one method-scenario-replicate run; cells are generated simulation units, not biological replicates","latent coordinates, labels, batch assignments and pseudotime are known by construction",1000,False,-0.03205297837,one method-scenario-generated-dataset-metric row; five replicates are independently generated simulated datasets
mechanism_simulation_suite,linear_low_rank,Known low-rank count model with discrete biological states and no batch shift.,0,PHATE,graph,latent_distance_corr,truth_geometry,0.8693678685,0.45,pass,720,"one method-scenario-replicate run; cells are generated simulation units, not biological replicates","latent coordinates, labels, batch assignments and pseudotime are known by construction",1000,True,0.4193678685,one method-scenario-generated-dataset-metric row; five replicates are independently generated simulated datasets
mechanism_simulation_suite,linear_low_rank,Known low-rank count model with discrete biological states and no batch shift.,0,PHATE,graph,label_neighbor_recall,cell_state_support,0.9972222222,0.55,pass,720,"one method-scenario-replicate run; cells are generated simulation units, not biological replicates","latent coordinates, labels, batch assignments and pseudotime are known by construction",1000,True,0.4472222222,one method-scenario-generated-dataset-metric row; five replicates are independently generated simulated datasets
mechanism_simulation_suite,linear_low_rank,Known low-rank count model with discrete biological states and no batch shift.,0,t-SNE,relational,truth_local_retention,truth_geometry,0.0662037037,0.3,below_threshold,720,"one method-scenario-replicate run; cells are generated simulation units, not biological replicates","latent coordinates, labels, batch assignments and pseudotime are known by construction",1000,False,-0.2337962963,one method-scenario-generated-dataset-metric row; five replicates are independently generated simulated datasets
mechanism_simulation_suite,linear_low_rank,Known low-rank count model with discrete biological states and no batch shift.,0,t-SNE,relational,truth_trustworthiness,truth_geometry,0.8526161061,0.9,below_threshold,720,"one method-scenario-replicate run; cells are generated simulation units, not biological replicates","latent coordinates, labels, batch assignments and pseudotime are known by construction",1000,False,-0.04738389394,one method-scenario-generated-dataset-metric row; five replicates are independently generated simulated datasets
mechanism_simulation_suite,linear_low_rank,Known low-rank count model with discrete biological states and no batch shift.,0,t-SNE,relational,latent_distance_corr,truth_geometry,0.8210831668,0.45,pass,720,"one method-scenario-replicate run; cells are generated simulation units, not biological replicates","latent coordinates, labels, batch assignments and pseudotime are known by construction",1000,True,0.3710831668,one method-scenario-generated-dataset-metric row; five replicates are independently generated simulated datasets
mechanism_simulation_suite,linear_low_rank,Known low-rank count model with discrete biological states and no batch shift.,0,t-SNE,relational,label_neighbor_recall,cell_state_support,1,0.55,pass,720,"one method-scenario-replicate run; cells are generated simulation units, not biological replicates","latent coordinates, labels, batch assignments and pseudotime are known by construction",1000,True,0.45,one method-scenario-generated-dataset-metric row; five replicates are independently generated simulated datasets
mechanism_simulation_suite,linear_low_rank,Known low-rank count model with discrete biological states and no batch shift.,0,PaCMAP,relational,truth_local_retention,truth_geometry,0.06842592593,0.3,below_threshold,720,"one method-scenario-replicate run; cells are generated simulation units, not biological replicates","latent coordinates, labels, batch assignments and pseudotime are known by construction",1000,False,-0.2315740741,one method-scenario-generated-dataset-metric row; five replicates are independently generated simulated datasets
mechanism_simulation_suite,linear_low_rank,Known low-rank count model with discrete biological states and no batch shift.,0,PaCMAP,relational,truth_trustworthiness,truth_geometry,0.8528766141,0.9,below_threshold,720,"one method-scenario-replicate run; cells are generated simulation units, not biological replicates","latent coordinates, labels, batch assignments and pseudotime are known by construction",1000,False,-0.04712338594,one method-scenario-generated-dataset-metric row; five replicates are independently generated simulated datasets
mechanism_simulation_suite,linear_low_rank,Known low-rank count model with discrete biological states and no batch shift.,0,PaCMAP,relational,latent_distance_corr,truth_geometry,0.8375676574,0.45,pass,720,"one method-scenario-replicate run; cells are generated simulation units, not biological replicates","latent coordinates, labels, batch assignments and pseudotime are known by construction",1000,True,0.3875676574,one method-scenario-generated-dataset-metric row; five replicates are independently generated simulated datasets
mechanism_simulation_suite,linear_low_rank,Known low-rank count model with discrete biological states and no batch shift.,0,PaCMAP,relational,label_neighbor_recall,cell_state_support,0.9982407407,0.55,pass,720,"one method-scenario-replicate run; cells are generated simulation units, not biological replicates","latent coordinates, labels, batch assignments and pseudotime are known by construction",1000,True,0.4482407407,one method-scenario-generated-dataset-metric row; five replicates are independently generated simulated datasets
mechanism_simulation_suite,linear_low_rank,Known low-rank count model with discrete biological states and no batch shift.,1,PCA,factor,truth_local_retention,truth_geometry,0.1527777778,0.3,below_threshold,720,"one method-scenario-replicate run; cells are generated simulation units, not biological replicates","latent coordinates, labels, batch assignments and pseudotime are known by construction",1001,False,-0.1472222222,one method-scenario-generated-dataset-metric row; five replicates are independently generated simulated datasets
mechanism_simulation_suite,linear_low_rank,Known low-rank count model with discrete biological states and no batch shift.,1,PCA,factor,truth_trustworthiness,truth_geometry,0.9102294224,0.9,pass,720,"one method-scenario-replicate run; cells are generated simulation units, not biological replicates","latent coordinates, labels, batch assignments and pseudotime are known by construction",1001,True,0.01022942239,one method-scenario-generated-dataset-metric row; five replicates are independently generated simulated datasets
mechanism_simulation_suite,linear_low_rank,Known low-rank count model with discrete biological states and no batch shift.,1,PCA,factor,latent_distance_corr,truth_geometry,0.8935555933,0.45,pass,720,"one method-scenario-replicate run; cells are generated simulation units, not biological replicates","latent coordinates, labels, batch assignments and pseudotime are known by construction",1001,True,0.4435555933,one method-scenario-generated-dataset-metric row; five replicates are independently generated simulated datasets
mechanism_simulation_suite,linear_low_rank,Known low-rank count model with discrete biological states and no batch shift.,1,PCA,factor,label_neighbor_recall,cell_state_support,0.9977777778,0.55,pass,720,"one method-scenario-replicate run; cells are generated simulation units, not biological replicates","latent coordinates, labels, batch assignments and pseudotime are known by construction",1001,True,0.4477777778,one method-scenario-generated-dataset-metric row; five replicates are independently generated simulated datasets
mechanism_simulation_suite,linear_low_rank,Known low-rank count model with discrete biological states and no batch shift.,1,GLM-PCA,factor,truth_local_retention,truth_geometry,0.1789814815,0.3,below_threshold,720,"one method-scenario-replicate run; cells are generated simulation units, not biological replicates","latent coordinates, labels, batch assignments and pseudotime are known by construction",1001,False,-0.1210185185,one method-scenario-generated-dataset-metric row; five replicates are independently generated simulated datasets
mechanism_simulation_suite,linear_low_rank,Known low-rank count model with discrete biological states and no batch shift.,1,GLM-PCA,factor,truth_trustworthiness,truth_geometry,0.9231840162,0.9,pass,720,"one method-scenario-replicate run; cells are generated simulation units, not biological replicates","latent coordinates, labels, batch assignments and pseudotime are known by construction",1001,True,0.02318401615,one method-scenario-generated-dataset-metric row; five replicates are independently generated simulated datasets
mechanism_simulation_suite,linear_low_rank,Known low-rank count model with discrete biological states and no batch shift.,1,GLM-PCA,factor,latent_distance_corr,truth_geometry,0.9180954835,0.45,pass,720,"one method-scenario-replicate run; cells are generated simulation units, not biological replicates","latent coordinates, labels, batch assignments and pseudotime are known by construction",1001,True,0.4680954835,one method-scenario-generated-dataset-metric row; five replicates are independently generated simulated datasets
mechanism_simulation_suite,linear_low_rank,Known low-rank count model with discrete biological states and no batch shift.,1,GLM-PCA,factor,label_neighbor_recall,cell_state_support,0.9985185185,0.55,pass,720,"one method-scenario-replicate run; cells are generated simulation units, not biological replicates","latent coordinates, labels, batch assignments and pseudotime are known by construction",1001,True,0.4485185185,one method-scenario-generated-dataset-metric row; five replicates are independently generated simulated datasets
mechanism_simulation_suite,linear_low_rank,Known low-rank count model with discrete biological states and no batch shift.,1,scScope,deep,truth_local_retention,truth_geometry,0.08814814815,0.3,below_threshold,720,"one method-scenario-replicate run; cells are generated simulation units, not biological replicates","latent coordinates, labels, batch assignments and pseudotime are known by construction",1001,False,-0.2118518519,one method-scenario-generated-dataset-metric row; five replicates are independently generated simulated datasets
mechanism_simulation_suite,linear_low_rank,Known low-rank count model with discrete biological states and no batch shift.,1,scScope,deep,truth_trustworthiness,truth_geometry,0.8632253308,0.9,below_threshold,720,"one method-scenario-replicate run; cells are generated simulation units, not biological replicates","latent coordinates, labels, batch assignments and pseudotime are known by construction",1001,False,-0.03677466922,one method-scenario-generated-dataset-metric row; five replicates are independently generated simulated datasets
mechanism_simulation_suite,linear_low_rank,Known low-rank count model with discrete biological states and no batch shift.,1,scScope,deep,latent_distance_corr,truth_geometry,0.837327749,0.45,pass,720,"one method-scenario-replicate run; cells are generated simulation units, not biological replicates","latent coordinates, labels, batch assignments and pseudotime are known by construction",1001,True,0.387327749,one method-scenario-generated-dataset-metric row; five replicates are independently generated simulated datasets
mechanism_simulation_suite,linear_low_rank,Known low-rank count model with discrete biological states and no batch shift.,1,scScope,deep,label_neighbor_recall,cell_state_support,0.9827777778,0.55,pass,720,"one method-scenario-replicate run; cells are generated simulation units, not biological replicates","latent coordinates, labels, batch assignments and pseudotime are known by construction",1001,True,0.4327777778,one method-scenario-generated-dataset-metric row; five replicates are independently generated simulated datasets
mechanism_simulation_suite,linear_low_rank,Known low-rank count model with discrete biological states and no batch shift.,1,SAUCIE,deep,truth_local_retention,truth_geometry,0.1460185185,0.3,below_threshold,720,"one method-scenario-replicate run; cells are generated simulation units, not biological replicates","latent coordinates, labels, batch assignments and pseudotime are known by construction",1001,False,-0.1539814815,one method-scenario-generated-dataset-metric row; five replicates are independently generated simulated datasets
mechanism_simulation_suite,linear_low_rank,Known low-rank count model with discrete biological states and no batch shift.,1,SAUCIE,deep,truth_trustworthiness,truth_geometry,0.9031116159,0.9,pass,720,"one method-scenario-replicate run; cells are generated simulation units, not biological replicates","latent coordinates, labels, batch assignments and pseudotime are known by construction",1001,True,0.00311161592,one method-scenario-generated-dataset-metric row; five replicates are independently generated simulated datasets
mechanism_simulation_suite,linear_low_rank,Known low-rank count model with discrete biological states and no batch shift.,1,SAUCIE,deep,latent_distance_corr,truth_geometry,0.9069137628,0.45,pass,720,"one method-scenario-replicate run; cells are generated simulation units, not biological replicates","latent coordinates, labels, batch assignments and pseudotime are known by construction",1001,True,0.4569137628,one method-scenario-generated-dataset-metric row; five replicates are independently generated simulated datasets
mechanism_simulation_suite,linear_low_rank,Known low-rank count model with discrete biological states and no batch shift.,1,SAUCIE,deep,label_neighbor_recall,cell_state_support,0.9975,0.55,pass,720,"one method-scenario-replicate run; cells are generated simulation units, not biological replicates","latent coordinates, labels, batch assignments and pseudotime are known by construction",1001,True,0.4475,one method-scenario-generated-dataset-metric row; five replicates are independently generated simulated datasets
mechanism_simulation_suite,linear_low_rank,Known low-rank count model with discrete biological states and no batch shift.,1,UMAP,graph,truth_local_retention,truth_geometry,0.06759259259,0.3,below_threshold,720,"one method-scenario-replicate run; cells are generated simulation units, not biological replicates","latent coordinates, labels, batch assignments and pseudotime are known by construction",1001,False,-0.2324074074,one method-scenario-generated-dataset-metric row; five replicates are independently generated simulated datasets
mechanism_simulation_suite,linear_low_rank,Known low-rank count model with discrete biological states and no batch shift.,1,UMAP,graph,truth_trustworthiness,truth_geometry,0.8528787396,0.9,below_threshold,720,"one method-scenario-replicate run; cells are generated simulation units, not biological replicates","latent coordinates, labels, batch assignments and pseudotime are known by construction",1001,False,-0.04712126043,one method-scenario-generated-dataset-metric row; five replicates are independently generated simulated datasets
mechanism_simulation_suite,linear_low_rank,Known low-rank count model with discrete biological states and no batch shift.,1,UMAP,graph,latent_distance_corr,truth_geometry,0.781301393,0.45,pass,720,"one method-scenario-replicate run; cells are generated simulation units, not biological replicates","latent coordinates, labels, batch assignments and pseudotime are known by construction",1001,True,0.331301393,one method-scenario-generated-dataset-metric row; five replicates are independently generated simulated datasets
mechanism_simulation_suite,linear_low_rank,Known low-rank count model with discrete biological states and no batch shift.,1,UMAP,graph,label_neighbor_recall,cell_state_support,0.9973148148,0.55,pass,720,"one method-scenario-replicate run; cells are generated simulation units, not biological replicates","latent coordinates, labels, batch assignments and pseudotime are known by construction",1001,True,0.4473148148,one method-scenario-generated-dataset-metric row; five replicates are independently generated simulated datasets
mechanism_simulation_suite,linear_low_rank,Known low-rank count model with discrete biological states and no batch shift.,1,PHATE,graph,truth_local_retention,truth_geometry,0.08833333333,0.3,below_threshold,720,"one method-scenario-replicate run; cells are generated simulation units, not biological replicates","latent coordinates, labels, batch assignments and pseudotime are known by construction",1001,False,-0.2116666667,one method-scenario-generated-dataset-metric row; five replicates are independently generated simulated datasets
mechanism_simulation_suite,linear_low_rank,Known low-rank count model with discrete biological states and no batch shift.,1,PHATE,graph,truth_trustworthiness,truth_geometry,0.8710760402,0.9,below_threshold,720,"one method-scenario-replicate run; cells are generated simulation units, not biological replicates","latent coordinates, labels, batch assignments and pseudotime are known by construction",1001,False,-0.02892395983,one method-scenario-generated-dataset-metric row; five replicates are independently generated simulated datasets
mechanism_simulation_suite,linear_low_rank,Known low-rank count model with discrete biological states and no batch shift.,1,PHATE,graph,latent_distance_corr,truth_geometry,0.8478468502,0.45,pass,720,"one method-scenario-replicate run; cells are generated simulation units, not biological replicates","latent coordinates, labels, batch assignments and pseudotime are known by construction",1001,True,0.3978468502,one method-scenario-generated-dataset-metric row; five replicates are independently generated simulated datasets
mechanism_simulation_suite,linear_low_rank,Known low-rank count model with discrete biological states and no batch shift.,1,PHATE,graph,label_neighbor_recall,cell_state_support,0.997962963,0.55,pass,720,"one method-scenario-replicate run; cells are generated simulation units, not biological replicates","latent coordinates, labels, batch assignments and pseudotime are known by construction",1001,True,0.447962963,one method-scenario-generated-dataset-metric row; five replicates are independently generated simulated datasets
mechanism_simulation_suite,linear_low_rank,Known low-rank count model with discrete biological states and no batch shift.,1,t-SNE,relational,truth_local_retention,truth_geometry,0.08222222222,0.3,below_threshold,720,"one method-scenario-replicate run; cells are generated simulation units, not biological replicates","latent coordinates, labels, batch assignments and pseudotime are known by construction",1001,False,-0.2177777778,one method-scenario-generated-dataset-metric row; five replicates are independently generated simulated datasets
mechanism_simulation_suite,linear_low_rank,Known low-rank count model with discrete biological states and no batch shift.,1,t-SNE,relational,truth_trustworthiness,truth_geometry,0.8599589511,0.9,below_threshold,720,"one method-scenario-replicate run; cells are generated simulation units, not biological replicates","latent coordinates, labels, batch assignments and pseudotime are known by construction",1001,False,-0.04004104894,one method-scenario-generated-dataset-metric row; five replicates are independently generated simulated datasets
mechanism_simulation_suite,linear_low_rank,Known low-rank count model with discrete biological states and no batch shift.,1,t-SNE,relational,latent_distance_corr,truth_geometry,0.7981830489,0.45,pass,720,"one method-scenario-replicate run; cells are generated simulation units, not biological replicates","latent coordinates, labels, batch assignments and pseudotime are known by construction",1001,True,0.3481830489,one method-scenario-generated-dataset-metric row; five replicates are independently generated simulated datasets
mechanism_simulation_suite,linear_low_rank,Known low-rank count model with discrete biological states and no batch shift.,1,t-SNE,relational,label_neighbor_recall,cell_state_support,0.9976851852,0.55,pass,720,"one method-scenario-replicate run; cells are generated simulation units, not biological replicates","latent coordinates, labels, batch assignments and pseudotime are known by construction",1001,True,0.4476851852,one method-scenario-generated-dataset-metric row; five replicates are independently generated simulated datasets
mechanism_simulation_suite,linear_low_rank,Known low-rank count model with discrete biological states and no batch shift.,1,PaCMAP,relational,truth_local_retention,truth_geometry,0.07027777778,0.3,below_threshold,720,"one method-scenario-replicate run; cells are generated simulation units, not biological replicates","latent coordinates, labels, batch assignments and pseudotime are known by construction",1001,False,-0.2297222222,one method-scenario-generated-dataset-metric row; five replicates are independently generated simulated datasets
mechanism_simulation_suite,linear_low_rank,Known low-rank count model with discrete biological states and no batch shift.,1,PaCMAP,relational,truth_trustworthiness,truth_geometry,0.852991126,0.9,below_threshold,720,"one method-scenario-replicate run; cells are generated simulation units, not biological replicates","latent coordinates, labels, batch assignments and pseudotime are known by construction",1001,False,-0.04700887401,one method-scenario-generated-dataset-metric row; five replicates are independently generated simulated datasets
mechanism_simulation_suite,linear_low_rank,Known low-rank count model with discrete biological states and no batch shift.,1,PaCMAP,relational,latent_distance_corr,truth_geometry,0.8112735472,0.45,pass,720,"one method-scenario-replicate run; cells are generated simulation units, not biological replicates","latent coordinates, labels, batch assignments and pseudotime are known by construction",1001,True,0.3612735472,one method-scenario-generated-dataset-metric row; five replicates are independently generated simulated datasets
mechanism_simulation_suite,linear_low_rank,Known low-rank count model with discrete biological states and no batch shift.,1,PaCMAP,relational,label_neighbor_recall,cell_state_support,0.9981481481,0.55,pass,720,"one method-scenario-replicate run; cells are generated simulation units, not biological replicates","latent coordinates, labels, batch assignments and pseudotime are known by construction",1001,True,0.4481481481,one method-scenario-generated-dataset-metric row; five replicates are independently generated simulated datasets
mechanism_simulation_suite,linear_low_rank,Known low-rank count model with discrete biological states and no batch shift.,2,PCA,factor,truth_local_retention,truth_geometry,0.1612037037,0.3,below_threshold,720,"one method-scenario-replicate run; cells are generated simulation units, not biological replicates","latent coordinates, labels, batch assignments and pseudotime are known by construction",1002,False,-0.1387962963,one method-scenario-generated-dataset-metric row; five replicates are independently generated simulated datasets
mechanism_simulation_suite,linear_low_rank,Known low-rank count model with discrete biological states and no batch shift.,2,PCA,factor,truth_trustworthiness,truth_geometry,0.9145853924,0.9,pass,720,"one method-scenario-replicate run; cells are generated simulation units, not biological replicates","latent coordinates, labels, batch assignments and pseudotime are known by construction",1002,True,0.01458539242,one method-scenario-generated-dataset-metric row; five replicates are independently generated simulated datasets
mechanism_simulation_suite,linear_low_rank,Known low-rank count model with discrete biological states and no batch shift.,2,PCA,factor,latent_distance_corr,truth_geometry,0.9163392072,0.45,pass,720,"one method-scenario-replicate run; cells are generated simulation units, not biological replicates","latent coordinates, labels, batch assignments and pseudotime are known by construction",1002,True,0.4663392072,one method-scenario-generated-dataset-metric row; five replicates are independently generated simulated datasets
mechanism_simulation_suite,linear_low_rank,Known low-rank count model with discrete biological states and no batch shift.,2,PCA,factor,label_neighbor_recall,cell_state_support,0.9992592593,0.55,pass,720,"one method-scenario-replicate run; cells are generated simulation units, not biological replicates","latent coordinates, labels, batch assignments and pseudotime are known by construction",1002,True,0.4492592593,one method-scenario-generated-dataset-metric row; five replicates are independently generated simulated datasets
mechanism_simulation_suite,linear_low_rank,Known low-rank count model with discrete biological states and no batch shift.,2,GLM-PCA,factor,truth_local_retention,truth_geometry,0.1839814815,0.3,below_threshold,720,"one method-scenario-replicate run; cells are generated simulation units, not biological replicates","latent coordinates, labels, batch assignments and pseudotime are known by construction",1002,False,-0.1160185185,one method-scenario-generated-dataset-metric row; five replicates are independently generated simulated datasets
mechanism_simulation_suite,linear_low_rank,Known low-rank count model with discrete biological states and no batch shift.,2,GLM-PCA,factor,truth_trustworthiness,truth_geometry,0.9242806472,0.9,pass,720,"one method-scenario-replicate run; cells are generated simulation units, not biological replicates","latent coordinates, labels, batch assignments and pseudotime are known by construction",1002,True,0.02428064722,one method-scenario-generated-dataset-metric row; five replicates are independently generated simulated datasets
mechanism_simulation_suite,linear_low_rank,Known low-rank count model with discrete biological states and no batch shift.,2,GLM-PCA,factor,latent_distance_corr,truth_geometry,0.9296366778,0.45,pass,720,"one method-scenario-replicate run; cells are generated simulation units, not biological replicates","latent coordinates, labels, batch assignments and pseudotime are known by construction",1002,True,0.4796366778,one method-scenario-generated-dataset-metric row; five replicates are independently generated simulated datasets
mechanism_simulation_suite,linear_low_rank,Known low-rank count model with discrete biological states and no batch shift.,2,GLM-PCA,factor,label_neighbor_recall,cell_state_support,1,0.55,pass,720,"one method-scenario-replicate run; cells are generated simulation units, not biological replicates","latent coordinates, labels, batch assignments and pseudotime are known by construction",1002,True,0.45,one method-scenario-generated-dataset-metric row; five replicates are independently generated simulated datasets
