dataset_id,cell_id,method,family,seed,x,y,label,batch_or_donor,n_cells,source
paul15,W31137,PCA,factor,0,14.60574,3.8038187,2Ery,,2730,empirical_embedding_coordinates
paul15,W31138,PCA,factor,0,12.298034,3.593764,3Ery,,2730,empirical_embedding_coordinates
paul15,W31139,PCA,factor,0,9.1819515,-3.4887373,5Ery,,2730,empirical_embedding_coordinates
paul15,W31140,PCA,factor,0,11.98356,2.9741452,3Ery,,2730,empirical_embedding_coordinates
paul15,W31141,PCA,factor,0,-9.056407,0.48279205,13Baso,,2730,empirical_embedding_coordinates
paul15,W31142,PCA,factor,0,12.358294,-1.2083572,1Ery,,2730,empirical_embedding_coordinates
paul15,W31143,PCA,factor,0,16.041245,3.2093349,3Ery,,2730,empirical_embedding_coordinates
paul15,W31144,PCA,factor,0,11.226972,3.8172007,6Ery,,2730,empirical_embedding_coordinates
paul15,W31145,PCA,factor,0,-7.9180107,2.0868628,15Mo,,2730,empirical_embedding_coordinates
paul15,W31146,PCA,factor,0,9.544639,0.52551144,3Ery,,2730,empirical_embedding_coordinates
paul15,W31147,PCA,factor,0,12.160142,2.4285593,3Ery,,2730,empirical_embedding_coordinates
paul15,W31148,PCA,factor,0,-10.988412,7.845972,14Mo,,2730,empirical_embedding_coordinates
paul15,W31149,PCA,factor,0,-7.5252266,-12.33816,19Lymph,,2730,empirical_embedding_coordinates
paul15,W31150,PCA,factor,0,-3.773355,-2.7895427,12Baso,,2730,empirical_embedding_coordinates
paul15,W31151,PCA,factor,0,15.892272,6.566217,3Ery,,2730,empirical_embedding_coordinates
paul15,W31152,PCA,factor,0,-11.287369,6.2830496,14Mo,,2730,empirical_embedding_coordinates
paul15,W31153,PCA,factor,0,10.098437,2.5961578,6Ery,,2730,empirical_embedding_coordinates
paul15,W31154,PCA,factor,0,13.221481,3.6485443,4Ery,,2730,empirical_embedding_coordinates
paul15,W31155,PCA,factor,0,-5.331081,-12.213154,7MEP,,2730,empirical_embedding_coordinates
paul15,W31156,PCA,factor,0,13.567428,0.8670905,2Ery,,2730,empirical_embedding_coordinates
paul15,W31157,PCA,factor,0,-8.055339,-5.338025,13Baso,,2730,empirical_embedding_coordinates
paul15,W31158,PCA,factor,0,-9.497673,6.755854,14Mo,,2730,empirical_embedding_coordinates
paul15,W31159,PCA,factor,0,8.976149,0.6245612,6Ery,,2730,empirical_embedding_coordinates
paul15,W31160,PCA,factor,0,-7.2625856,-9.764595,18Eos,,2730,empirical_embedding_coordinates
paul15,W31161,PCA,factor,0,11.571396,0.2970557,4Ery,,2730,empirical_embedding_coordinates
paul15,W31162,PCA,factor,0,11.236857,1.4655529,3Ery,,2730,empirical_embedding_coordinates
paul15,W31163,PCA,factor,0,11.683159,2.471298,3Ery,,2730,empirical_embedding_coordinates
paul15,W31164,PCA,factor,0,-10.6858425,6.950287,14Mo,,2730,empirical_embedding_coordinates
paul15,W31165,PCA,factor,0,16.877974,3.1370294,2Ery,,2730,empirical_embedding_coordinates
paul15,W31166,PCA,factor,0,-9.589899,1.204388,13Baso,,2730,empirical_embedding_coordinates
paul15,W31167,PCA,factor,0,14.366618,2.2421236,2Ery,,2730,empirical_embedding_coordinates
paul15,W31168,PCA,factor,0,-9.817565,13.193423,13Baso,,2730,empirical_embedding_coordinates
paul15,W31169,PCA,factor,0,-8.797032,2.7006104,13Baso,,2730,empirical_embedding_coordinates
paul15,W31170,PCA,factor,0,-10.565781,11.74891,14Mo,,2730,empirical_embedding_coordinates
paul15,W31171,PCA,factor,0,1.1585506,-12.840965,7MEP,,2730,empirical_embedding_coordinates
paul15,W31172,PCA,factor,0,8.387776,4.234822,7MEP,,2730,empirical_embedding_coordinates
paul15,W31173,PCA,factor,0,-1.4393954,-14.284089,7MEP,,2730,empirical_embedding_coordinates
paul15,W31174,PCA,factor,0,-7.19236,-3.52161,10GMP,,2730,empirical_embedding_coordinates
paul15,W31175,PCA,factor,0,-5.024886,-2.4185734,12Baso,,2730,empirical_embedding_coordinates
paul15,W31176,PCA,factor,0,6.556559,-3.4148827,6Ery,,2730,empirical_embedding_coordinates
paul15,W31177,PCA,factor,0,7.9217615,-0.22760823,5Ery,,2730,empirical_embedding_coordinates
paul15,W31178,PCA,factor,0,10.134197,-2.4758613,5Ery,,2730,empirical_embedding_coordinates
paul15,W31179,PCA,factor,0,-10.147723,4.614931,14Mo,,2730,empirical_embedding_coordinates
paul15,W31180,PCA,factor,0,12.626346,2.674835,4Ery,,2730,empirical_embedding_coordinates
paul15,W31181,PCA,factor,0,-10.224866,4.7670226,16Neu,,2730,empirical_embedding_coordinates
paul15,W31182,PCA,factor,0,-11.922938,8.389558,16Neu,,2730,empirical_embedding_coordinates
paul15,W31183,PCA,factor,0,13.506656,6.1007237,3Ery,,2730,empirical_embedding_coordinates
paul15,W31184,PCA,factor,0,13.812422,1.4972291,2Ery,,2730,empirical_embedding_coordinates
paul15,W31185,PCA,factor,0,8.854142,-0.19753593,6Ery,,2730,empirical_embedding_coordinates
paul15,W31186,PCA,factor,0,-9.666857,3.2966204,13Baso,,2730,empirical_embedding_coordinates
paul15,W31187,PCA,factor,0,-5.271394,-0.7802122,13Baso,,2730,empirical_embedding_coordinates
paul15,W31188,PCA,factor,0,-5.3209047,-2.9944973,10GMP,,2730,empirical_embedding_coordinates
paul15,W31189,PCA,factor,0,-10.47635,3.6585703,14Mo,,2730,empirical_embedding_coordinates
paul15,W31190,PCA,factor,0,9.910203,-0.23270194,5Ery,,2730,empirical_embedding_coordinates
paul15,W31191,PCA,factor,0,-0.11979109,-12.308872,7MEP,,2730,empirical_embedding_coordinates
paul15,W31192,PCA,factor,0,1.720724,-11.802969,7MEP,,2730,empirical_embedding_coordinates
paul15,W31193,PCA,factor,0,11.50858,3.8738916,5Ery,,2730,empirical_embedding_coordinates
paul15,W31194,PCA,factor,0,5.2435946,-2.579729,6Ery,,2730,empirical_embedding_coordinates
paul15,W31195,PCA,factor,0,14.402502,1.876116,2Ery,,2730,empirical_embedding_coordinates
paul15,W31196,PCA,factor,0,1.3986742,-4.3874474,10GMP,,2730,empirical_embedding_coordinates
paul15,W31197,PCA,factor,0,-4.6723013,-2.7915456,10GMP,,2730,empirical_embedding_coordinates
paul15,W31198,PCA,factor,0,14.165173,2.7837985,2Ery,,2730,empirical_embedding_coordinates
paul15,W31199,PCA,factor,0,-2.674784,-12.80607,7MEP,,2730,empirical_embedding_coordinates
paul15,W31200,PCA,factor,0,6.282265,-2.472887,6Ery,,2730,empirical_embedding_coordinates
paul15,W31201,PCA,factor,0,2.393085,-11.429544,7MEP,,2730,empirical_embedding_coordinates
paul15,W31202,PCA,factor,0,-9.540328,3.7514596,14Mo,,2730,empirical_embedding_coordinates
paul15,W31203,PCA,factor,0,-11.055444,2.5588176,16Neu,,2730,empirical_embedding_coordinates
paul15,W31204,PCA,factor,0,-8.775128,-4.6076612,10GMP,,2730,empirical_embedding_coordinates
paul15,W31205,PCA,factor,0,10.107876,-0.7974035,3Ery,,2730,empirical_embedding_coordinates
paul15,W31206,PCA,factor,0,15.510745,6.7105694,3Ery,,2730,empirical_embedding_coordinates
paul15,W31207,PCA,factor,0,-11.852717,8.297568,13Baso,,2730,empirical_embedding_coordinates
paul15,W31209,PCA,factor,0,16.010773,2.7633038,1Ery,,2730,empirical_embedding_coordinates
paul15,W31210,PCA,factor,0,-12.043811,2.6912055,14Mo,,2730,empirical_embedding_coordinates
paul15,W31211,PCA,factor,0,-13.08688,6.66557,15Mo,,2730,empirical_embedding_coordinates
paul15,W31212,PCA,factor,0,11.344175,1.0727351,2Ery,,2730,empirical_embedding_coordinates
paul15,W31213,PCA,factor,0,3.9153674,-7.350213,5Ery,,2730,empirical_embedding_coordinates
paul15,W31214,PCA,factor,0,11.179813,-2.0557318,2Ery,,2730,empirical_embedding_coordinates
paul15,W31215,PCA,factor,0,7.1879787,-4.2418528,5Ery,,2730,empirical_embedding_coordinates
paul15,W31217,PCA,factor,0,16.732594,6.358947,3Ery,,2730,empirical_embedding_coordinates
paul15,W31218,PCA,factor,0,-11.394615,3.2439883,14Mo,,2730,empirical_embedding_coordinates
paul15,W31219,PCA,factor,0,-6.302742,-4.1233354,10GMP,,2730,empirical_embedding_coordinates
paul15,W31220,PCA,factor,0,13.058921,1.0060809,2Ery,,2730,empirical_embedding_coordinates
paul15,W31221,PCA,factor,0,-1.1333368,-14.722399,7MEP,,2730,empirical_embedding_coordinates
paul15,W31222,PCA,factor,0,13.764304,2.914916,4Ery,,2730,empirical_embedding_coordinates
paul15,W31223,PCA,factor,0,-1.3217577,0.004743541,9GMP,,2730,empirical_embedding_coordinates
paul15,W31224,PCA,factor,0,2.3709476,-9.158314,7MEP,,2730,empirical_embedding_coordinates
paul15,W31225,PCA,factor,0,12.1714735,-2.521886,3Ery,,2730,empirical_embedding_coordinates
paul15,W31226,PCA,factor,0,-11.039611,0.19014215,16Neu,,2730,empirical_embedding_coordinates
paul15,W31227,PCA,factor,0,-10.943208,-12.611233,11DC,,2730,empirical_embedding_coordinates
paul15,W31228,PCA,factor,0,-5.6593895,-8.399499,10GMP,,2730,empirical_embedding_coordinates
paul15,W31229,PCA,factor,0,9.632632,1.6805383,6Ery,,2730,empirical_embedding_coordinates
paul15,W31230,PCA,factor,0,5.404502,-1.8540181,3Ery,,2730,empirical_embedding_coordinates
paul15,W31231,PCA,factor,0,8.947004,-4.768986,2Ery,,2730,empirical_embedding_coordinates
paul15,W31232,PCA,factor,0,13.601738,2.2463295,5Ery,,2730,empirical_embedding_coordinates
paul15,W31233,PCA,factor,0,8.815611,-4.4180627,2Ery,,2730,empirical_embedding_coordinates
paul15,W31234,PCA,factor,0,12.549454,1.1959245,2Ery,,2730,empirical_embedding_coordinates
paul15,W31236,PCA,factor,0,8.535228,-4.505271,5Ery,,2730,empirical_embedding_coordinates
paul15,W31237,PCA,factor,0,-11.091908,3.345507,14Mo,,2730,empirical_embedding_coordinates
paul15,W31238,PCA,factor,0,10.956456,1.82408,5Ery,,2730,empirical_embedding_coordinates
paul15,W31239,PCA,factor,0,-10.768674,5.4976764,14Mo,,2730,empirical_embedding_coordinates
paul15,W31240,PCA,factor,0,11.896943,2.7289162,3Ery,,2730,empirical_embedding_coordinates
paul15,W31241,PCA,factor,0,13.17319,-0.38389784,2Ery,,2730,empirical_embedding_coordinates
paul15,W31242,PCA,factor,0,-10.741867,-0.7162913,16Neu,,2730,empirical_embedding_coordinates
paul15,W31243,PCA,factor,0,15.205979,1.1244552,2Ery,,2730,empirical_embedding_coordinates
paul15,W31244,PCA,factor,0,-8.45928,-11.336412,13Baso,,2730,empirical_embedding_coordinates
paul15,W31245,PCA,factor,0,-12.039038,-0.91076475,16Neu,,2730,empirical_embedding_coordinates
paul15,W31246,PCA,factor,0,10.421797,-2.3661385,2Ery,,2730,empirical_embedding_coordinates
paul15,W31247,PCA,factor,0,13.82027,4.3007994,3Ery,,2730,empirical_embedding_coordinates
paul15,W31248,PCA,factor,0,14.364481,4.623769,3Ery,,2730,empirical_embedding_coordinates
paul15,W31249,PCA,factor,0,-10.472648,2.0614884,14Mo,,2730,empirical_embedding_coordinates
paul15,W31250,PCA,factor,0,8.809031,-2.738182,5Ery,,2730,empirical_embedding_coordinates
paul15,W31251,PCA,factor,0,-13.099744,4.675604,16Neu,,2730,empirical_embedding_coordinates
paul15,W31252,PCA,factor,0,-10.232523,1.2318971,14Mo,,2730,empirical_embedding_coordinates
paul15,W31253,PCA,factor,0,-8.996409,-6.664394,14Mo,,2730,empirical_embedding_coordinates
paul15,W31254,PCA,factor,0,-11.145605,10.748308,13Baso,,2730,empirical_embedding_coordinates
paul15,W31255,PCA,factor,0,13.806953,2.4837925,3Ery,,2730,empirical_embedding_coordinates
paul15,W31256,PCA,factor,0,-8.131959,-0.77122074,14Mo,,2730,empirical_embedding_coordinates
paul15,W31257,PCA,factor,0,1.0250064,-12.184618,7MEP,,2730,empirical_embedding_coordinates
paul15,W31259,PCA,factor,0,-7.5051003,0.9653485,14Mo,,2730,empirical_embedding_coordinates
paul15,W31260,PCA,factor,0,-7.859323,-9.628442,10GMP,,2730,empirical_embedding_coordinates
paul15,W31262,PCA,factor,0,5.483861,-7.5944924,2Ery,,2730,empirical_embedding_coordinates
paul15,W31263,PCA,factor,0,-6.8777714,-4.612,14Mo,,2730,empirical_embedding_coordinates
paul15,W31264,PCA,factor,0,-9.454972,-3.2835898,15Mo,,2730,empirical_embedding_coordinates
paul15,W31265,PCA,factor,0,-8.988059,2.434664,14Mo,,2730,empirical_embedding_coordinates
paul15,W31266,PCA,factor,0,-9.708625,3.9787035,16Neu,,2730,empirical_embedding_coordinates
paul15,W31267,PCA,factor,0,-5.675685,-11.818172,10GMP,,2730,empirical_embedding_coordinates
paul15,W31268,PCA,factor,0,-2.8187604,-13.422996,7MEP,,2730,empirical_embedding_coordinates
paul15,W31269,PCA,factor,0,5.816192,-7.141421,5Ery,,2730,empirical_embedding_coordinates
paul15,W31270,PCA,factor,0,-11.81094,1.0802941,16Neu,,2730,empirical_embedding_coordinates
paul15,W31271,PCA,factor,0,8.979618,-5.915099,2Ery,,2730,empirical_embedding_coordinates
paul15,W31272,PCA,factor,0,-10.357606,-0.7303933,16Neu,,2730,empirical_embedding_coordinates
paul15,W31273,PCA,factor,0,-10.253662,-1.3604866,14Mo,,2730,empirical_embedding_coordinates
paul15,W31274,PCA,factor,0,-7.912445,-0.82444096,10GMP,,2730,empirical_embedding_coordinates
paul15,W31275,PCA,factor,0,-10.1623,-2.2747817,16Neu,,2730,empirical_embedding_coordinates
paul15,W31276,PCA,factor,0,-0.7953161,-13.727723,8Mk,,2730,empirical_embedding_coordinates
paul15,W31277,PCA,factor,0,-0.9496349,-12.645423,7MEP,,2730,empirical_embedding_coordinates
paul15,W31278,PCA,factor,0,-9.180436,4.625664,14Mo,,2730,empirical_embedding_coordinates
paul15,W31279,PCA,factor,0,-1.3329294,-9.014923,7MEP,,2730,empirical_embedding_coordinates
paul15,W31280,PCA,factor,0,11.446128,-1.4938452,2Ery,,2730,empirical_embedding_coordinates
paul15,W31281,PCA,factor,0,-11.622891,3.0761251,14Mo,,2730,empirical_embedding_coordinates
paul15,W31282,PCA,factor,0,-7.6878614,-7.020624,14Mo,,2730,empirical_embedding_coordinates
paul15,W31283,PCA,factor,0,12.461004,-0.98112,4Ery,,2730,empirical_embedding_coordinates
paul15,W31284,PCA,factor,0,8.011882,-3.9670842,5Ery,,2730,empirical_embedding_coordinates
paul15,W31285,PCA,factor,0,-8.067735,-3.1367517,14Mo,,2730,empirical_embedding_coordinates
paul15,W31286,PCA,factor,0,-9.095345,-5.696578,14Mo,,2730,empirical_embedding_coordinates
paul15,W31287,PCA,factor,0,-2.614223,-11.945166,10GMP,,2730,empirical_embedding_coordinates
paul15,W31288,PCA,factor,0,2.4415421,-11.122047,6Ery,,2730,empirical_embedding_coordinates
paul15,W31289,PCA,factor,0,8.582928,-1.5694703,5Ery,,2730,empirical_embedding_coordinates
paul15,W31290,PCA,factor,0,-10.157922,1.5715939,14Mo,,2730,empirical_embedding_coordinates
paul15,W31291,PCA,factor,0,14.388953,3.6869187,3Ery,,2730,empirical_embedding_coordinates
paul15,W31292,PCA,factor,0,8.452489,0.4699998,5Ery,,2730,empirical_embedding_coordinates
paul15,W31293,PCA,factor,0,-9.213329,5.0524874,15Mo,,2730,empirical_embedding_coordinates
paul15,W31294,PCA,factor,0,9.879787,-1.5126535,5Ery,,2730,empirical_embedding_coordinates
paul15,W31295,PCA,factor,0,-11.224168,3.992931,14Mo,,2730,empirical_embedding_coordinates
paul15,W31296,PCA,factor,0,-11.708258,4.1576376,16Neu,,2730,empirical_embedding_coordinates
paul15,W31297,PCA,factor,0,-1.8488537,-13.840832,8Mk,,2730,empirical_embedding_coordinates
paul15,W31298,PCA,factor,0,17.430182,5.7653217,3Ery,,2730,empirical_embedding_coordinates
paul15,W31299,PCA,factor,0,-9.309714,6.9692016,14Mo,,2730,empirical_embedding_coordinates
paul15,W31300,PCA,factor,0,-3.609435,-13.430003,12Baso,,2730,empirical_embedding_coordinates
paul15,W31301,PCA,factor,0,-7.527835,6.3865967,14Mo,,2730,empirical_embedding_coordinates
paul15,W31302,PCA,factor,0,14.6320095,7.081397,3Ery,,2730,empirical_embedding_coordinates
paul15,W31303,PCA,factor,0,4.876599,-2.506068,5Ery,,2730,empirical_embedding_coordinates
paul15,W31305,PCA,factor,0,-8.282637,-8.21267,16Neu,,2730,empirical_embedding_coordinates
paul15,W31306,PCA,factor,0,-6.2784643,8.617294,15Mo,,2730,empirical_embedding_coordinates
paul15,W31307,PCA,factor,0,-11.183074,6.843438,13Baso,,2730,empirical_embedding_coordinates
paul15,W31309,PCA,factor,0,11.693935,2.2654321,5Ery,,2730,empirical_embedding_coordinates
paul15,W31310,PCA,factor,0,15.548523,7.22082,3Ery,,2730,empirical_embedding_coordinates
paul15,W31311,PCA,factor,0,-8.522447,-1.7355081,13Baso,,2730,empirical_embedding_coordinates
paul15,W31312,PCA,factor,0,-3.3843453,-4.1684175,12Baso,,2730,empirical_embedding_coordinates
paul15,W31313,PCA,factor,0,-2.7052212,-13.194528,8Mk,,2730,empirical_embedding_coordinates
paul15,W31314,PCA,factor,0,-0.020003857,-6.8442326,7MEP,,2730,empirical_embedding_coordinates
paul15,W31315,PCA,factor,0,8.127323,-1.3132387,6Ery,,2730,empirical_embedding_coordinates
paul15,W31316,PCA,factor,0,11.69871,1.2439939,2Ery,,2730,empirical_embedding_coordinates
paul15,W31317,PCA,factor,0,15.992828,5.9625916,3Ery,,2730,empirical_embedding_coordinates
paul15,W31318,PCA,factor,0,14.628228,3.5952082,3Ery,,2730,empirical_embedding_coordinates
paul15,W31319,PCA,factor,0,-11.318989,5.8185396,15Mo,,2730,empirical_embedding_coordinates
paul15,W31321,PCA,factor,0,6.975391,-0.75557363,3Ery,,2730,empirical_embedding_coordinates
paul15,W31322,PCA,factor,0,12.861632,2.8418195,3Ery,,2730,empirical_embedding_coordinates
paul15,W31323,PCA,factor,0,11.93523,4.6987395,3Ery,,2730,empirical_embedding_coordinates
paul15,W31324,PCA,factor,0,1.9659251,-6.3944263,8Mk,,2730,empirical_embedding_coordinates
paul15,W31325,PCA,factor,0,11.489927,1.3942173,2Ery,,2730,empirical_embedding_coordinates
paul15,W31326,PCA,factor,0,14.791462,2.6000113,2Ery,,2730,empirical_embedding_coordinates
paul15,W31327,PCA,factor,0,-9.464608,7.991096,14Mo,,2730,empirical_embedding_coordinates
paul15,W31328,PCA,factor,0,12.528638,3.375027,3Ery,,2730,empirical_embedding_coordinates
paul15,W31329,PCA,factor,0,-9.34399,10.957644,15Mo,,2730,empirical_embedding_coordinates
paul15,W31330,PCA,factor,0,-7.299383,6.4237547,14Mo,,2730,empirical_embedding_coordinates
paul15,W31331,PCA,factor,0,3.6355586,-10.13774,7MEP,,2730,empirical_embedding_coordinates
paul15,W31332,PCA,factor,0,-9.688938,-1.3094981,15Mo,,2730,empirical_embedding_coordinates
paul15,W31333,PCA,factor,0,11.241223,-0.0023517895,3Ery,,2730,empirical_embedding_coordinates
paul15,W31334,PCA,factor,0,11.673887,2.0445943,3Ery,,2730,empirical_embedding_coordinates
paul15,W31335,PCA,factor,0,-3.971688,-4.026884,13Baso,,2730,empirical_embedding_coordinates
paul15,W31336,PCA,factor,0,-9.404147,11.921745,15Mo,,2730,empirical_embedding_coordinates
paul15,W31337,PCA,factor,0,11.430358,1.7475226,3Ery,,2730,empirical_embedding_coordinates
paul15,W31338,PCA,factor,0,-10.008342,7.6441865,15Mo,,2730,empirical_embedding_coordinates
paul15,W31339,PCA,factor,0,-11.06062,7.4093566,13Baso,,2730,empirical_embedding_coordinates
paul15,W31340,PCA,factor,0,10.267258,-0.18323223,3Ery,,2730,empirical_embedding_coordinates
paul15,W31341,PCA,factor,0,-6.7907653,3.252819,15Mo,,2730,empirical_embedding_coordinates
paul15,W31342,PCA,factor,0,-10.86863,9.809993,15Mo,,2730,empirical_embedding_coordinates
paul15,W31343,PCA,factor,0,-8.817346,13.541525,13Baso,,2730,empirical_embedding_coordinates
paul15,W31344,PCA,factor,0,-7.412419,-6.847728,19Lymph,,2730,empirical_embedding_coordinates
paul15,W31345,PCA,factor,0,10.460301,1.6939466,4Ery,,2730,empirical_embedding_coordinates
paul15,W31346,PCA,factor,0,12.9855995,3.5669324,3Ery,,2730,empirical_embedding_coordinates
paul15,W31347,PCA,factor,0,-9.652904,3.2770152,14Mo,,2730,empirical_embedding_coordinates
paul15,W31348,PCA,factor,0,12.882094,3.5820231,4Ery,,2730,empirical_embedding_coordinates
paul15,W31349,PCA,factor,0,3.3904638,-6.6576743,6Ery,,2730,empirical_embedding_coordinates
paul15,W31350,PCA,factor,0,-12.836175,10.370369,16Neu,,2730,empirical_embedding_coordinates
paul15,W31351,PCA,factor,0,-9.770402,8.4747305,14Mo,,2730,empirical_embedding_coordinates
paul15,W31353,PCA,factor,0,12.708776,2.00123,3Ery,,2730,empirical_embedding_coordinates
paul15,W31354,PCA,factor,0,-6.408981,-10.239398,17Neu,,2730,empirical_embedding_coordinates
paul15,W31355,PCA,factor,0,-9.3479595,5.694097,15Mo,,2730,empirical_embedding_coordinates
paul15,W31356,PCA,factor,0,10.954795,-0.35796827,4Ery,,2730,empirical_embedding_coordinates
paul15,W31357,PCA,factor,0,16.098942,5.852503,3Ery,,2730,empirical_embedding_coordinates
paul15,W31358,PCA,factor,0,5.143938,-5.3195243,6Ery,,2730,empirical_embedding_coordinates
paul15,W31359,PCA,factor,0,-10.349636,3.64456,14Mo,,2730,empirical_embedding_coordinates
paul15,W31360,PCA,factor,0,13.292247,7.220857,3Ery,,2730,empirical_embedding_coordinates
paul15,W31361,PCA,factor,0,-10.701689,-0.6400357,16Neu,,2730,empirical_embedding_coordinates
paul15,W31362,PCA,factor,0,-12.669419,7.4793153,14Mo,,2730,empirical_embedding_coordinates
paul15,W31363,PCA,factor,0,-10.958129,5.9686093,15Mo,,2730,empirical_embedding_coordinates
paul15,W31364,PCA,factor,0,3.7221477,-5.7788777,7MEP,,2730,empirical_embedding_coordinates
paul15,W31365,PCA,factor,0,-9.04711,2.1519978,13Baso,,2730,empirical_embedding_coordinates
paul15,W31366,PCA,factor,0,-8.847887,0.7315012,15Mo,,2730,empirical_embedding_coordinates
paul15,W31367,PCA,factor,0,-11.267141,9.83891,14Mo,,2730,empirical_embedding_coordinates
paul15,W31368,PCA,factor,0,14.059125,4.868152,3Ery,,2730,empirical_embedding_coordinates
paul15,W31369,PCA,factor,0,10.811748,-2.6010094,2Ery,,2730,empirical_embedding_coordinates
paul15,W31370,PCA,factor,0,15.74585,3.125736,2Ery,,2730,empirical_embedding_coordinates
paul15,W31371,PCA,factor,0,-9.288056,5.845837,14Mo,,2730,empirical_embedding_coordinates
paul15,W31372,PCA,factor,0,15.605718,3.3885806,2Ery,,2730,empirical_embedding_coordinates
paul15,W31373,PCA,factor,0,-6.641859,5.698348,13Baso,,2730,empirical_embedding_coordinates
paul15,W31374,PCA,factor,0,13.553588,3.7771158,2Ery,,2730,empirical_embedding_coordinates
paul15,W31375,PCA,factor,0,12.223868,4.0933924,3Ery,,2730,empirical_embedding_coordinates
paul15,W31376,PCA,factor,0,-5.169937,-0.95562434,13Baso,,2730,empirical_embedding_coordinates
paul15,W31377,PCA,factor,0,-3.0882242,-12.628685,12Baso,,2730,empirical_embedding_coordinates
paul15,W31378,PCA,factor,0,13.096541,1.340967,2Ery,,2730,empirical_embedding_coordinates
paul15,W31379,PCA,factor,0,-6.9597335,-3.875913,10GMP,,2730,empirical_embedding_coordinates
paul15,W31380,PCA,factor,0,10.346934,-1.1744418,5Ery,,2730,empirical_embedding_coordinates
paul15,W31381,PCA,factor,0,-8.97459,2.4256282,13Baso,,2730,empirical_embedding_coordinates
paul15,W31382,PCA,factor,0,12.130676,3.759042,3Ery,,2730,empirical_embedding_coordinates
paul15,W31383,PCA,factor,0,-7.6710615,-6.860859,9GMP,,2730,empirical_embedding_coordinates
paul15,W31386,PCA,factor,0,-10.891658,6.211666,15Mo,,2730,empirical_embedding_coordinates
paul15,W31387,PCA,factor,0,13.534999,1.2721144,2Ery,,2730,empirical_embedding_coordinates
paul15,W31388,PCA,factor,0,-7.077329,-9.927955,10GMP,,2730,empirical_embedding_coordinates
paul15,W31389,PCA,factor,0,11.550999,0.6957571,5Ery,,2730,empirical_embedding_coordinates
paul15,W31390,PCA,factor,0,12.275908,-0.12469295,5Ery,,2730,empirical_embedding_coordinates
paul15,W31391,PCA,factor,0,14.504971,0.1471463,2Ery,,2730,empirical_embedding_coordinates
