dataset_id,method,family,seed,label,n_cells_label,label_knn_recall,k,score_definition,max_marker_z,marker_supported,neighbour_supported,evidence_definition
pbmc3k,UMAP,graph,0,B cells,342,0.9855750487329437,15,fraction of same-label cells among embedding neighbours for cells in the target label,2.6135447815472754,True,True,marker support is max marker-program z-score by label; neighbour support is label kNN recall
pbmc3k,UMAP,graph,0,CD14+ Monocytes,480,0.9572222222222223,15,fraction of same-label cells among embedding neighbours for cells in the target label,2.0054837407131756,True,True,marker support is max marker-program z-score by label; neighbour support is label kNN recall
pbmc3k,UMAP,graph,0,CD4 T cells,1144,0.9438811188811188,15,fraction of same-label cells among embedding neighbours for cells in the target label,1.7858493412385443,True,True,marker support is max marker-program z-score by label; neighbour support is label kNN recall
pbmc3k,UMAP,graph,0,CD8 T cells,316,0.7713080168776372,15,fraction of same-label cells among embedding neighbours for cells in the target label,1.6425056746997242,True,True,marker support is max marker-program z-score by label; neighbour support is label kNN recall
pbmc3k,UMAP,graph,0,Dendritic cells,37,0.8954954954954955,15,fraction of same-label cells among embedding neighbours for cells in the target label,2.1083136043309576,True,True,marker support is max marker-program z-score by label; neighbour support is label kNN recall
pbmc3k,UMAP,graph,0,FCGR3A+ Monocytes,150,0.845777777777778,15,fraction of same-label cells among embedding neighbours for cells in the target label,2.5162981614621054,True,True,marker support is max marker-program z-score by label; neighbour support is label kNN recall
pbmc3k,UMAP,graph,0,Megakaryocytes,15,0.6933333333333335,15,fraction of same-label cells among embedding neighbours for cells in the target label,2.645504882252236,True,True,marker support is max marker-program z-score by label; neighbour support is label kNN recall
pbmc3k,UMAP,graph,0,NK cells,154,0.9073593073593075,15,fraction of same-label cells among embedding neighbours for cells in the target label,2.4709498651259416,True,True,marker support is max marker-program z-score by label; neighbour support is label kNN recall
pbmc3k,PHATE,graph,0,B cells,342,0.9855750487329434,15,fraction of same-label cells among embedding neighbours for cells in the target label,2.6135447815472754,True,True,marker support is max marker-program z-score by label; neighbour support is label kNN recall
pbmc3k,PHATE,graph,0,CD14+ Monocytes,480,0.9569444444444444,15,fraction of same-label cells among embedding neighbours for cells in the target label,2.0054837407131756,True,True,marker support is max marker-program z-score by label; neighbour support is label kNN recall
pbmc3k,PHATE,graph,0,CD4 T cells,1144,0.9502331002331001,15,fraction of same-label cells among embedding neighbours for cells in the target label,1.7858493412385443,True,True,marker support is max marker-program z-score by label; neighbour support is label kNN recall
pbmc3k,PHATE,graph,0,CD8 T cells,316,0.7943037974683546,15,fraction of same-label cells among embedding neighbours for cells in the target label,1.6425056746997242,True,True,marker support is max marker-program z-score by label; neighbour support is label kNN recall
pbmc3k,PHATE,graph,0,Dendritic cells,37,0.89009009009009,15,fraction of same-label cells among embedding neighbours for cells in the target label,2.1083136043309576,True,True,marker support is max marker-program z-score by label; neighbour support is label kNN recall
pbmc3k,PHATE,graph,0,FCGR3A+ Monocytes,150,0.8328888888888888,15,fraction of same-label cells among embedding neighbours for cells in the target label,2.5162981614621054,True,True,marker support is max marker-program z-score by label; neighbour support is label kNN recall
pbmc3k,PHATE,graph,0,Megakaryocytes,15,0.7555555555555559,15,fraction of same-label cells among embedding neighbours for cells in the target label,2.645504882252236,True,True,marker support is max marker-program z-score by label; neighbour support is label kNN recall
pbmc3k,PHATE,graph,0,NK cells,154,0.9116883116883118,15,fraction of same-label cells among embedding neighbours for cells in the target label,2.4709498651259416,True,True,marker support is max marker-program z-score by label; neighbour support is label kNN recall
pbmc3k,t-SNE,relational,0,B cells,342,0.9849902534113061,15,fraction of same-label cells among embedding neighbours for cells in the target label,2.6135447815472754,True,True,marker support is max marker-program z-score by label; neighbour support is label kNN recall
pbmc3k,t-SNE,relational,0,CD14+ Monocytes,480,0.9391666666666668,15,fraction of same-label cells among embedding neighbours for cells in the target label,2.0054837407131756,True,True,marker support is max marker-program z-score by label; neighbour support is label kNN recall
pbmc3k,t-SNE,relational,0,CD4 T cells,1144,0.9383449883449884,15,fraction of same-label cells among embedding neighbours for cells in the target label,1.7858493412385443,True,True,marker support is max marker-program z-score by label; neighbour support is label kNN recall
pbmc3k,t-SNE,relational,0,CD8 T cells,316,0.7531645569620254,15,fraction of same-label cells among embedding neighbours for cells in the target label,1.6425056746997242,True,True,marker support is max marker-program z-score by label; neighbour support is label kNN recall
pbmc3k,t-SNE,relational,0,Dendritic cells,37,0.9477477477477476,15,fraction of same-label cells among embedding neighbours for cells in the target label,2.1083136043309576,True,True,marker support is max marker-program z-score by label; neighbour support is label kNN recall
pbmc3k,t-SNE,relational,0,FCGR3A+ Monocytes,150,0.8115555555555557,15,fraction of same-label cells among embedding neighbours for cells in the target label,2.5162981614621054,True,True,marker support is max marker-program z-score by label; neighbour support is label kNN recall
pbmc3k,t-SNE,relational,0,Megakaryocytes,15,0.7511111111111113,15,fraction of same-label cells among embedding neighbours for cells in the target label,2.645504882252236,True,True,marker support is max marker-program z-score by label; neighbour support is label kNN recall
pbmc3k,t-SNE,relational,0,NK cells,154,0.9259740259740261,15,fraction of same-label cells among embedding neighbours for cells in the target label,2.4709498651259416,True,True,marker support is max marker-program z-score by label; neighbour support is label kNN recall
pbmc3k,PaCMAP,relational,0,B cells,342,0.9801169590643275,15,fraction of same-label cells among embedding neighbours for cells in the target label,2.6135447815472754,True,True,marker support is max marker-program z-score by label; neighbour support is label kNN recall
pbmc3k,PaCMAP,relational,0,CD14+ Monocytes,480,0.9531944444444445,15,fraction of same-label cells among embedding neighbours for cells in the target label,2.0054837407131756,True,True,marker support is max marker-program z-score by label; neighbour support is label kNN recall
pbmc3k,PaCMAP,relational,0,CD4 T cells,1144,0.9424825174825175,15,fraction of same-label cells among embedding neighbours for cells in the target label,1.7858493412385443,True,True,marker support is max marker-program z-score by label; neighbour support is label kNN recall
pbmc3k,PaCMAP,relational,0,CD8 T cells,316,0.7658227848101266,15,fraction of same-label cells among embedding neighbours for cells in the target label,1.6425056746997242,True,True,marker support is max marker-program z-score by label; neighbour support is label kNN recall
pbmc3k,PaCMAP,relational,0,Dendritic cells,37,0.8342342342342343,15,fraction of same-label cells among embedding neighbours for cells in the target label,2.1083136043309576,True,True,marker support is max marker-program z-score by label; neighbour support is label kNN recall
pbmc3k,PaCMAP,relational,0,FCGR3A+ Monocytes,150,0.8386666666666666,15,fraction of same-label cells among embedding neighbours for cells in the target label,2.5162981614621054,True,True,marker support is max marker-program z-score by label; neighbour support is label kNN recall
pbmc3k,PaCMAP,relational,0,Megakaryocytes,15,0.7511111111111113,15,fraction of same-label cells among embedding neighbours for cells in the target label,2.645504882252236,True,True,marker support is max marker-program z-score by label; neighbour support is label kNN recall
pbmc3k,PaCMAP,relational,0,NK cells,154,0.8887445887445888,15,fraction of same-label cells among embedding neighbours for cells in the target label,2.4709498651259416,True,True,marker support is max marker-program z-score by label; neighbour support is label kNN recall


