dataset_id,program,group,genes_present,genes_missing,mean_score,fraction_detected,z_score,score_definition
pbmc3k,FCGR3A+ Monocytes,FCGR3A+ Monocytes,FCGR3A;MS4A7,,1.5598368644714355,0.88,2.5162981614621054,mean log1p marker expression and detection fraction among cells in each PBMC label
pbmc3k,FCGR3A+ Monocytes,Megakaryocytes,FCGR3A;MS4A7,,0.13862943649291992,0.06666666666666667,-0.4198858148642812,mean log1p marker expression and detection fraction among cells in each PBMC label
pbmc3k,FCGR3A+ Monocytes,NK cells,FCGR3A;MS4A7,,0.5378293395042419,0.4253246753246753,0.4048525980499315,mean log1p marker expression and detection fraction among cells in each PBMC label
pbmc3k,NK cells,B cells,GNLY;NKG7;KLRD1,,0.04020373523235321,0.054580896686159834,-0.5988801523112922,mean log1p marker expression and detection fraction among cells in each PBMC label
pbmc3k,NK cells,CD14+ Monocytes,GNLY;NKG7;KLRD1,,0.09076631814241409,0.11180555555555553,-0.5239088756650713,mean log1p marker expression and detection fraction among cells in each PBMC label
pbmc3k,NK cells,CD4 T cells,GNLY;NKG7;KLRD1,,0.06711637228727341,0.0844988344988345,-0.5589756489849346,mean log1p marker expression and detection fraction among cells in each PBMC label
pbmc3k,NK cells,CD8 T cells,GNLY;NKG7;KLRD1,,0.8309678435325623,0.4567510548523206,0.5736191804607447,mean log1p marker expression and detection fraction among cells in each PBMC label
pbmc3k,NK cells,Dendritic cells,GNLY;NKG7;KLRD1,,0.15093077719211578,0.19819819819819817,-0.4347004918349031,mean log1p marker expression and detection fraction among cells in each PBMC label
pbmc3k,NK cells,FCGR3A+ Monocytes,GNLY;NKG7;KLRD1,,0.13642722368240356,0.15333333333333332,-0.45620552302494427,mean log1p marker expression and detection fraction among cells in each PBMC label
pbmc3k,NK cells,Megakaryocytes,GNLY;NKG7;KLRD1,,0.1258435696363449,0.13333333333333333,-0.47189835376554073,mean log1p marker expression and detection fraction among cells in each PBMC label
pbmc3k,NK cells,NK cells,GNLY;NKG7;KLRD1,,2.11057710647583,0.8311688311688312,2.4709498651259416,mean log1p marker expression and detection fraction among cells in each PBMC label
pbmc3k,Dendritic cells,B cells,FCER1A;CST3,,0.07552886754274368,0.09210526315789473,-0.7968828991591809,mean log1p marker expression and detection fraction among cells in each PBMC label
pbmc3k,Dendritic cells,CD14+ Monocytes,FCER1A;CST3,,1.2570362091064453,0.49895833333333334,0.5886058546656737,mean log1p marker expression and detection fraction among cells in each PBMC label
pbmc3k,Dendritic cells,CD4 T cells,FCER1A;CST3,,0.08283630013465881,0.1048951048951049,-0.7883138743894894,mean log1p marker expression and detection fraction among cells in each PBMC label
pbmc3k,Dendritic cells,CD8 T cells,FCER1A;CST3,,0.06526745110750198,0.08702531645569621,-0.8089158985060363,mean log1p marker expression and detection fraction among cells in each PBMC label
pbmc3k,Dendritic cells,Dendritic cells,FCER1A;CST3,,2.553001880645752,0.918918918918919,2.1083136043309576,mean log1p marker expression and detection fraction among cells in each PBMC label
pbmc3k,Dendritic cells,FCGR3A+ Monocytes,FCER1A;CST3,,1.420420527458191,0.5033333333333333,0.7801976693454632,mean log1p marker expression and detection fraction among cells in each PBMC label
pbmc3k,Dendritic cells,Megakaryocytes,FCER1A;CST3,,0.48645293712615967,0.3333333333333333,-0.3150148167059081,mean log1p marker expression and detection fraction among cells in each PBMC label
pbmc3k,Dendritic cells,NK cells,FCER1A;CST3,,0.10016825795173645,0.1266233766233766,-0.7679896395814798,mean log1p marker expression and detection fraction among cells in each PBMC label
pbmc3k,Megakaryocytes,B cells,PPBP,,0.010133731178939342,0.014619883040935672,-0.3863749890399469,mean log1p marker expression and detection fraction among cells in each PBMC label
pbmc3k,Megakaryocytes,CD14+ Monocytes,PPBP,,0.04328889027237892,0.05416666666666667,-0.35832683915220753,mean log1p marker expression and detection fraction among cells in each PBMC label
pbmc3k,Megakaryocytes,CD4 T cells,PPBP,,0.009694365784525871,0.013986013986013986,-0.3867466773917736,mean log1p marker expression and detection fraction among cells in each PBMC label
pbmc3k,Megakaryocytes,CD8 T cells,PPBP,,0.010057132691144943,0.012658227848101266,-0.3864397887853131,mean log1p marker expression and detection fraction among cells in each PBMC label
pbmc3k,Megakaryocytes,Dendritic cells,PPBP,,0.018733708187937737,0.02702702702702703,-0.3790996976290476,mean log1p marker expression and detection fraction among cells in each PBMC label
pbmc3k,Megakaryocytes,FCGR3A+ Monocytes,PPBP,,0.04891291260719299,0.06,-0.3535691053414815,mean log1p marker expression and detection fraction among cells in each PBMC label
pbmc3k,Megakaryocytes,Megakaryocytes,PPBP,,3.5940585136413574,1.0,2.645504882252236,mean log1p marker expression and detection fraction among cells in each PBMC label
pbmc3k,Megakaryocytes,NK cells,PPBP,,0.0,0.0,-0.3949477849124658,mean log1p marker expression and detection fraction among cells in each PBMC label
